-4.999999889738283897e-04 4.849999393750013543e-01
-1.000000139738303415e-03 4.849997574999161953e-01
-1.500000614084351976e-03 4.849994543744770570e-01
-2.000001573803461725e-03 4.849990299982381292e-01
-2.500003180687959594e-03 4.849984843705752446e-01
-3.000005596531294446e-03 4.849978174906859341e-01
-3.500008983128315501e-03 4.849970293575893154e-01
-4.000013502275552926e-03 4.849961199701263159e-01
-4.500019315771497559e-03 4.849950893269593943e-01
-5.000026585416882802e-03 4.849939374265726522e-01
-5.500035473014961741e-03 4.849926642672719446e-01
-6.000046140371790779e-03 4.849912698471846584e-01
-6.500058749296508051e-03 4.849897541642598231e-01
-7.000073461601614457e-03 4.849881172162681664e-01
-7.500090439103252078e-03 4.849863590008019476e-01
-8.000109843621486944e-03 4.849844795152750687e-01
-8.500131836980586580e-03 4.849824787569230744e-01
-9.000156581009301909e-03 4.849803567228029855e-01
-9.500184237541148269e-03 4.849781134097934654e-01
-1.000021496841468731e-02 4.849757488145947093e-01
-1.050024893547379934e-02 4.849732629337284995e-01
-1.100028630056797477e-02 4.849706557635380944e-01
-1.150032722555258645e-02 4.849679273001882840e-01
-1.200037187228917245e-02 4.849650775396654456e-01
-1.250042040264571705e-02 4.849621064777773216e-01
-1.300047297849693355e-02 4.849590141101532415e-01
-1.350052976172453831e-02 4.849558004322438998e-01
-1.400059091421753527e-02 4.849524654393214673e-01
-1.450065659787250043e-02 4.849490091264795355e-01
-1.500072697459385249e-02 4.849454314886331163e-01
-1.550080220629414599e-02 4.849417325205185314e-01
-1.600088245489433847e-02 4.849379122166935785e-01
-1.650096788232408365e-02 4.849339705715372539e-01
-1.700105865052200377e-02 4.849299075792500302e-01
-1.750115492143597407e-02 4.849257232338535228e-01
-1.800125685702340037e-02 4.849214175291907125e-01
-1.850136461925150702e-02 4.849169904589258340e-01
-1.900147837009760754e-02 4.849124420165442650e-01
-1.950159827154939254e-02 4.849077721953526932e-01
-2.000172448560520733e-02 4.849029809884788378e-01
-2.050185717427433982e-02 4.848980683888717280e-01
-2.100199649957729467e-02 4.848930343893013695e-01
-2.150214262354607081e-02 4.848878789823589663e-01
-2.200229570822445635e-02 4.848826021604566994e-01
-2.250245591566829226e-02 4.848772039158277813e-01
-2.300262340794576726e-02 4.848716842405265126e-01
-2.350279834713769542e-02 4.848660431264281145e-01
-2.400298089533779711e-02 4.848602805652287295e-01
-2.450317121465297315e-02 4.848543965484454210e-01
-2.500336946720359971e-02 4.848483910674161179e-01
-2.550357581512380234e-02 4.848422641132996147e-01
-2.600379042056173706e-02 4.848360156770754603e-01
-2.650401344567987136e-02 4.848296457495440692e-01
-2.700424505265526867e-02 4.848231543213264993e-01
-2.750448540367986944e-02 4.848165413828645631e-01
-2.800473466096077210e-02 4.848098069244207164e-01
-2.850499298672051415e-02 4.848029509360780032e-01
-2.900526054319736008e-02 4.847959734077401106e-01
-2.950553749264557199e-02 4.847888743291312585e-01
-3.000582399733570105e-02 4.847816536897961437e-01
-3.050612021955486849e-02 4.847743114790999397e-01
